label,type,Experiment,item,Question,Condition,Correct_Answer,Question_type,group,sentence,Phrase1,Phrase2,Phrase3,Phrase4,Phrase5,Phrase6,Phrase7,Phrase8,Phrase9,Phrase10,Phrase11,Phrase12,Phrase13,Phrase14,alternative,match
rc_d_16,rc,RCs_SPR_ET,16,那位候选人昨天质疑了记者吗？,d,1,4,list3,候选人 质疑了 那位 昨天 作家 采访了 两个小时 的 记者 而且 扬言 报复。,候选人,质疑了,那位,昨天,作家,采访了,两个小时,的,记者,而且,扬言,报复。,,,X-X-X 体育课 纷纷 兴奋 仿佛 黑猩猩 气喘吁吁 种 缺乏 技术 蔬菜 牲畜。,0
rc_a_17,rc,RCs_ET,17,那个小狗嗅出主人吗?,a,1,1,list1,那个 今早 追了 犯人 一会儿 的 小狗 嗅出 主人 并且 停了 下来。,那个,今早,追了,犯人,一会儿,的,小狗,嗅出,主人,并且,停了,下来。,,,X-X-X 欺侮 八旗 迁徙 蒋介石 种 收割 市政 给予 实践 党政 环境。,0
rc_b_17,rc,RCs_ET,17,那个小狗嗅出主人吗?,b,1,1,list2,那个 今早 犯人 追了 一会儿 的 小狗 嗅出 主人 并且 停了 下来。,那个,今早,犯人,追了,一会儿,的,小狗,嗅出,主人,并且,停了,下来。,,,X-X-X 欺侮 迁徙 八旗 蒋介石 种 收割 市政 给予 实践 党政 环境。,0
rc_c_17,rc,RCs_ET,17,那个小狗嗅出主人吗?,c,2,1,list3,主人 嗅出 那个 今早 追了 犯人 一会儿 的 小狗 并且 停了 下来。,主人,嗅出,那个,今早,追了,犯人,一会儿,的,小狗,并且,停了,下来。,,,X-X-X 旗帜 矛盾 赠送 八旗 迁徙 蒋介石 种 栽培 政策 氮肥 环境。,0
rc_d_17,rc,RCs_ET,17,那个小狗嗅出主人吗?,d,2,1,list4,主人 嗅出 那个 今早 犯人 追了 一会儿 的 小狗 并且 停了 下来。,主人,嗅出,那个,今早,犯人,追了,一会儿,的,小狗,并且,停了,下来。,,,X-X-X 旗帜 矛盾 赠送 迁徙 八旗 蒋介石 种 栽培 政策 氮肥 环境。,0
rc_a_18,rc,RCs_ET,18,那位妈妈通知管理员吗?,a,1,1,list2,那位 昨天 教训了 邻居 一番 的 妈妈 通知 管理员 然后 报怨了 一个小时。,那位,昨天,教训了,邻居,一番,的,妈妈,通知,管理员,然后,报怨了,一个小时。,,,X-X-X 消耗 柬埔寨 奠定 锻炼 种 逐渐 六十 碳酸钠 矛盾 墨西哥 眼花缭乱。,0
rc_b_18,rc,RCs_ET,18,那位妈妈通知管理员吗?,b,1,1,list3,那位 昨天 邻居 教训了 一番 的 妈妈 通知 管理员 然后 报怨了 一个小时。,那位,昨天,邻居,教训了,一番,的,妈妈,通知,管理员,然后,报怨了,一个小时。,,,X-X-X 消耗 奠定 柬埔寨 锻炼 种 逐渐 六十 碳酸钠 矛盾 墨西哥 眼花缭乱。,0
rc_c_18,rc,RCs_ET,18,那位妈妈通知管理员吗?,c,2,1,list4,管理员 通知 那位 昨天 教训了 邻居 一番 的 妈妈 然后 报怨了 一个小时。,管理员,通知,那位,昨天,教训了,邻居,一番,的,妈妈,然后,报怨了,一个小时。,,,X-X-X 香港 纷纷 消耗 硝酸钾 奠定 锻炼 种 逐渐 矛盾 古希腊 眼花缭乱。,0
rc_d_18,rc,RCs_ET,18,那位妈妈通知管理员吗?,d,2,1,list1,管理员 通知 那位 昨天 邻居 教训了 一番 的 妈妈 然后 报怨了 一个小时。,管理员,通知,那位,昨天,邻居,教训了,一番,的,妈妈,然后,报怨了,一个小时。,,,X-X-X 香港 纷纷 消耗 奠定 硝酸钾 锻炼 种 逐渐 矛盾 古希腊 眼花缭乱。,0
rc_a_19,rc,RCs_ET,19,这位政治家附议外交官吗?,a,1,1,list3,这位 去年 密会了 外交部 一次 的 政治家 附议 外交官 并且 相信他。,这位,去年,密会了,外交部,一次,的,政治家,附议,外交官,并且,相信他。,,,,X-X-X 解放 叶倩倩 碳酸钠 颌骨 种 笑嘻嘻 盆景 白细胞 矛盾 老奶奶。,0
rc_b_19,rc,RCs_ET,19,这位政治家附议外交官吗?,b,1,1,list4,这位 去年 外交部 密会了 一次 的 政治家 附议 外交官 并且 相信他。,这位,去年,外交部,密会了,一次,的,政治家,附议,外交官,并且,相信他。,,,,X-X-X 解放 碳酸钠 叶倩倩 颌骨 种 笑嘻嘻 盆景 白细胞 矛盾 老奶奶。,0
rc_c_19,rc,RCs_ET,19,这位政治家附议外交官吗?,c,2,1,list1,外交官 附议 这位 去年 密会了 外交部 一次 的 政治家 并且 相信他。,外交官,附议,这位,去年,密会了,外交部,一次,的,政治家,并且,相信他。,,,,X-X-X 悄悄 习惯 转化 林巧稚 碳酸钠 劳累 种 笑嘻嘻 矛盾 叶倩倩。,0
rc_d_19,rc,RCs_ET,19,这位政治家附议外交官吗?,d,2,1,list2,外交官 附议 这位 去年 外交部 密会了 一次 的 政治家 并且 相信他。,外交官,附议,这位,去年,外交部,密会了,一次,的,政治家,并且,相信他。,,,,X-X-X 悄悄 习惯 转化 碳酸钠 林巧稚 劳累 种 笑嘻嘻 矛盾 叶倩倩。,0
rc_a_20,rc,RCs_ET,20,那个评论家洽询出版商吗?,a,1,1,list4,那个 今年 批评了 作家 一番 的 评论家 洽询 出版商 并且 建议了 出版内容。,那个,今年,批评了,作家,一番,的,评论家,洽询,出版商,并且,建议了,出版内容。,,,X-X-X 吸收 氯酸钾 仿佛 溶解 种 慢吞吞 稻草 诸葛亮 矛盾 叶绿素 气喘吁吁。,0
rc_b_20,rc,RCs_ET,20,那个评论家洽询出版商吗?,b,1,1,list1,那个 今年 作家 批评了 一番 的 评论家 洽询 出版商 并且 建议了 出版内容。,那个,今年,作家,批评了,一番,的,评论家,洽询,出版商,并且,建议了,出版内容。,,,X-X-X 吸收 仿佛 氯酸钾 溶解 种 慢吞吞 稻草 诸葛亮 矛盾 叶绿素 气喘吁吁。,0
rc_c_20,rc,RCs_ET,20,那个评论家洽询出版商吗?,c,2,1,list2,出版商 洽询 那个 今年 批评了 作家 一番 的 评论家 并且 建议了 出版内容。,出版商,洽询,那个,今年,批评了,作家,一番,的,评论家,并且,建议了,出版内容。,,,X-X-X 羊毛 矛盾 吸收 碳酸钙 仿佛 溶解 种 慢吞吞 矛盾 乒乓球 宏观经济。,0
rc_d_20,rc,RCs_ET,20,那个评论家洽询出版商吗?,d,2,1,list3,出版商 洽询 那个 今年 作家 批评了 一番 的 评论家 并且 建议了 出版内容。,出版商,洽询,那个,今年,作家,批评了,一番,的,评论家,并且,建议了,出版内容。,,,X-X-X 羊毛 矛盾 吸收 仿佛 碳酸钙 溶解 种 慢吞吞 矛盾 乒乓球 宏观经济。,0
rc_a_21,rc,RCs_ET,21,那位学生称赞了老师吗?,a,2,2,list1,那位 下午 称赞了 学生 多次 的 老师 认出 家长 然后 打了招呼。,那位,下午,称赞了,学生,多次,的,老师,认出,家长,然后,打了招呼。,,,,X-X-X 危险 碳酸钠 根据 贵族 种 广泛 尘埃 均匀 实践 氢氧化钠。,0
rc_b_21,rc,RCs_ET,21,那位学生称赞了老师吗?,b,1,2,list2,那位 下午 学生 称赞了 多次 的 老师 认出 家长 然后 打了招呼。,那位,下午,学生,称赞了,多次,的,老师,认出,家长,然后,打了招呼。,,,,X-X-X 危险 根据 碳酸钠 贵族 种 广泛 尘埃 均匀 实践 氢氧化钠。,0
rc_c_21,rc,RCs_ET,21,那位学生称赞了老师吗?,c,2,2,list3,家长 认出 那位 下午 称赞了 学生 多次 的 老师 然后 打了招呼。,家长,认出,那位,下午,称赞了,学生,多次,的,老师,然后,打了招呼。,,,,X-X-X 尘埃 皮肤 概括 硝酸钾 根据 贵族 种 广泛 政府 环境污染。,0
rc_d_21,rc,RCs_ET,21,那位学生称赞了老师吗?,d,1,2,list4,家长 认出 那位 下午 学生 称赞了 多次 的 老师 然后 打了招呼。,家长,认出,那位,下午,学生,称赞了,多次,的,老师,然后,打了招呼。,,,,X-X-X 尘埃 皮肤 概括 根据 硝酸钾 贵族 种 广泛 政府 环境污染。,0
rc_a_22,rc,RCs_ET,22,那位护士协助了营养师吗?,a,2,2,list2,那位 上周 协助了 护士 一整天 的 营养师 看了 医生 而且 确定病征。,那位,上周,协助了,护士,一整天,的,营养师,看了,医生,而且,确定病征。,,,,X-X-X 右倾 银河系 淡淡 习惯于 种 诸葛亮 竹竿 交换 企业 北洋军阀。,0
rc_b_22,rc,RCs_ET,22,那位护士协助了营养师吗?,b,1,2,list3,那位 上周 护士 协助了 一整天 的 营养师 看了 医生 而且 确定病征。,那位,上周,护士,协助了,一整天,的,营养师,看了,医生,而且,确定病征。,,,,X-X-X 右倾 淡淡 银河系 习惯于 种 诸葛亮 竹竿 交换 企业 北洋军阀。,0
rc_c_22,rc,RCs_ET,22,那位护士协助了营养师吗?,c,2,2,list4,医生 看了 那位 上周 协助了 护士 一整天 的 营养师 而且 确定病征。,医生,看了,那位,上周,协助了,护士,一整天,的,营养师,而且,确定病征。,,,,X-X-X 硫酸 纷纷 渲染 邓颖超 淡淡 硫酸铜 种 赤裸裸 企业 奴隶社会。,0
rc_d_22,rc,RCs_ET,22,那位护士协助了营养师吗?,d,1,2,list1,医生 看了 那位 上周 护士 协助了 一整天 的 营养师 而且 确定病征。,医生,看了,那位,上周,护士,协助了,一整天,的,营养师,而且,确定病征。,,,,X-X-X 硫酸 纷纷 渲染 淡淡 邓颖超 硫酸铜 种 赤裸裸 企业 奴隶社会。,0
rc_a_23,rc,RCs_ET,23,新同事看过员工吗?,a,2,2,list3,这位 上个月 看过 新同事 几次 的 员工 说服了 上司 然后 转了部门。,这位,上个月,看过,新同事,几次,的,员工,说服了,上司,然后,转了部门。,,,,X-X-X 笑眯眯 脂肪 笑眯眯 崎岖 种 荒唐 脂肪酸 蒸馏 实践 风俗习惯。,0
rc_b_23,rc,RCs_ET,23,新同事看过员工吗?,b,1,2,list4,这位 上个月 新同事 看过 几次 的 员工 说服了 上司 然后 转了部门。,这位,上个月,新同事,看过,几次,的,员工,说服了,上司,然后,转了部门。,,,,X-X-X 笑眯眯 笑眯眯 脂肪 崎岖 种 荒唐 脂肪酸 蒸馏 实践 风俗习惯。,0
rc_c_23,rc,RCs_ET,23,新同事看过员工吗?,c,2,2,list1,上司 说服了 这位 上个月 看过 新同事 几次 的 员工 然后 转了部门。,上司,说服了,这位,上个月,看过,新同事,几次,的,员工,然后,转了部门。,,,,X-X-X 历史性 教授 郭沫若 脂肪 笑眯眯 稳固 种 五十 矛盾 血液循环。,0
rc_d_23,rc,RCs_ET,23,新同事看过员工吗?,d,1,2,list2,上司 说服了 这位 上个月 新同事 看过 几次 的 员工 然后 转了部门。,上司,说服了,这位,上个月,新同事,看过,几次,的,员工,然后,转了部门。,,,,X-X-X 历史性 教授 郭沫若 笑眯眯 脂肪 稳固 种 五十 矛盾 血液循环。,0
rc_a_24,rc,RCs_ET,24,妻子陪了丈夫吗?,a,2,2,list4,这位 上午 陪了 妻子 许久 的 丈夫 问了 旅行社 然后 决定 规划旅行。,这位,上午,陪了,妻子,许久,的,丈夫,问了,旅行社,然后,决定,规划旅行。,,,X-X-X 锻炼 胳膊 否则 悬殊 种 贯彻 腹腔 氧化铜 矛盾 艺术 气喘吁吁。,0
rc_b_24,rc,RCs_ET,24,妻子陪了丈夫吗?,b,1,2,list1,这位 上午 妻子 陪了 许久 的 丈夫 问了 旅行社 然后 决定 规划旅行。,这位,上午,妻子,陪了,许久,的,丈夫,问了,旅行社,然后,决定,规划旅行。,,,X-X-X 锻炼 否则 胳膊 悬殊 种 贯彻 腹腔 氧化铜 矛盾 艺术 气喘吁吁。,0
rc_c_24,rc,RCs_ET,24,妻子陪了丈夫吗?,c,2,2,list2,旅行社 问了 这位 上午 陪了 妻子 许久 的 丈夫 然后 决定 规划旅行。,旅行社,问了,这位,上午,陪了,妻子,许久,的,丈夫,然后,决定,规划旅行。,,,X-X-X 蝌蚪 权利 锻炼 卵巢 否则 悬殊 种 贯彻 矛盾 艺术 剥削阶级。,0
rc_d_24,rc,RCs_ET,24,妻子陪了丈夫吗?,d,1,2,list3,旅行社 问了 这位 上午 妻子 陪了 许久 的 丈夫 然后 决定 规划旅行。,旅行社,问了,这位,上午,妻子,陪了,许久,的,丈夫,然后,决定,规划旅行。,,,X-X-X 蝌蚪 权利 锻炼 否则 卵巢 悬殊 种 贯彻 矛盾 艺术 剥削阶级。,0
rc_a_25,rc,RCs_ET,25,女孩询问了店员吗?,a,1,3,list1,那个 上午 询问了 店员 几次 的 女孩 找到了 妈妈 然后 回了家。,那个,上午,询问了,店员,几次,的,女孩,找到了,妈妈,然后,回了家。,,,,X-X-X 锻炼 卵细胞 巩固 碉堡 种 贮藏 柬埔寨 逐渐 矛盾 碳酸钠。,0
rc_b_25,rc,RCs_ET,25,女孩询问了店员吗?,b,2,3,list2,那个 上午 店员 询问了 几次 的 女孩 找到了 妈妈 然后 回了家。,那个,上午,店员,询问了,几次,的,女孩,找到了,妈妈,然后,回了家。,,,,X-X-X 锻炼 巩固 卵细胞 碉堡 种 贮藏 柬埔寨 逐渐 矛盾 碳酸钠。,0
rc_c_25,rc,RCs_ET,25,女孩询问了店员吗?,c,1,3,list3,妈妈 找到了 那个 上午 询问了 店员 几次 的 女孩 然后 回了家。,妈妈,找到了,那个,上午,询问了,店员,几次,的,女孩,然后,回了家。,,,,X-X-X 葡萄糖 矛盾 锻炼 邓颖超 驰骋 豌豆 种 悲惨 矛盾 鄂伦春。,0
rc_d_25,rc,RCs_ET,25,女孩询问了店员吗?,d,2,3,list4,妈妈 找到了 那个 上午 店员 询问了 几次 的 女孩 然后 回了家。,妈妈,找到了,那个,上午,店员,询问了,几次,的,女孩,然后,回了家。,,,,X-X-X 葡萄糖 矛盾 锻炼 驰骋 邓颖超 豌豆 种 悲惨 矛盾 鄂伦春。,0
rc_a_26,rc,RCs_ET,26,商人恭喜了新娘吗?,a,1,3,list2,这个 去年 恭喜了 新娘 几次 的 商人 吻了 女儿 并且 举办了 喜宴。,这个,去年,恭喜了,新娘,几次,的,商人,吻了,女儿,并且,举办了,喜宴。,,,X-X-X 检查 碳酸钠 稍稍 摧毁 种 阻碍 卵巢 代替 实践 水溶液 损害。,0
rc_b_26,rc,RCs_ET,26,商人恭喜了新娘吗?,b,2,3,list3,这个 去年 新娘 恭喜了 几次 的 商人 吻了 女儿 并且 举办了 喜宴。,这个,去年,新娘,恭喜了,几次,的,商人,吻了,女儿,并且,举办了,喜宴。,,,X-X-X 检查 稍稍 碳酸钠 摧毁 种 阻碍 卵巢 代替 实践 水溶液 损害。,0
rc_c_26,rc,RCs_ET,26,商人恭喜了新娘吗?,c,1,3,list4,女儿 吻了 这个 去年 恭喜了 新娘 几次 的 商人 并且 举办了 喜宴。,女儿,吻了,这个,去年,恭喜了,新娘,几次,的,商人,并且,举办了,喜宴。,,,X-X-X 稻草 研究 检查 氯化钠 稍稍 嘻嘻 种 阻碍 实践 电磁波 吭声。,0
rc_d_26,rc,RCs_ET,26,商人恭喜了新娘吗?,d,2,3,list1,女儿 吻了 这个 去年 新娘 恭喜了 几次 的 商人 并且 举办了 喜宴。,女儿,吻了,这个,去年,新娘,恭喜了,几次,的,商人,并且,举办了,喜宴。,,,X-X-X 稻草 研究 检查 稍稍 氯化钠 嘻嘻 种 阻碍 实践 电磁波 吭声。,0
rc_a_27,rc,RCs_ET,27,播报员相信了科学家吗?,a,1,3,list3,这位 昨晚 谘询了 科学家 一下 的 播报员 联系 物理专家 并且 调查了 真相。,这位,昨晚,谘询了,科学家,一下,的,播报员,联系,物理专家,并且,调查了,真相。,,,X-X-X 干吗 细胞膜 怎么样 包括 种 赤裸裸 环境 或多或少 矛盾 叶倩倩 贪婪。,0
rc_b_27,rc,RCs_ET,27,播报员相信了科学家吗?,b,2,3,list4,这位 昨晚 科学家 谘询了 一下 的 播报员 联系 物理专家 并且 调查了 真相。,这位,昨晚,科学家,谘询了,一下,的,播报员,联系,物理专家,并且,调查了,真相。,,,X-X-X 干吗 怎么样 细胞膜 包括 种 赤裸裸 环境 或多或少 矛盾 叶倩倩 贪婪。,0
rc_c_27,rc,RCs_ET,27,播报员相信了科学家吗?,c,1,3,list1,物理专家 联系 这位 昨晚 谘询了 科学家 一下 的 播报员 并且 调查了 真相。,物理专家,联系,这位,昨晚,谘询了,科学家,一下,的,播报员,并且,调查了,真相。,,,X-X-X 环境 习惯 毁灭 细胞质 越来越 包括 种 四十五 矛盾 甲状腺 贪婪。,0
rc_d_27,rc,RCs_ET,27,播报员相信了科学家吗?,d,2,3,list2,物理专家 联系 这位 昨晚 谘询了 科学家 一下 的 播报员 并且 调查了 真相。,物理专家,联系,这位,昨晚,谘询了,科学家,一下,的,播报员,并且,调查了,真相。,,,X-X-X 环境 习惯 毁灭 越来越 细胞质 包括 种 四十五 矛盾 甲状腺 贪婪。,0
rc_a_28,rc,RCs_ET,28,歌剧家联络了小说家吗?,a,1,3,list4,那个 前天 联络了 小说家 两次 的 歌剧家 想到 大学教授 所以 打了电话 给他。,那个,前天,联络了,小说家,两次,的,歌剧家,想到,大学教授,所以,打了电话,给他。,,,X-X-X 围剿 柴油机 脚步声 幼稚 种 鄂温克 爸爸 全神贯注 条件 血液循环 膳食。,0
rc_b_28,rc,RCs_ET,28,歌剧家联络了小说家吗?,b,2,3,list1,那个 前天 小说家 联络了 两次 的 歌剧家 想到 大学教授 所以 打了电话 给他。,那个,前天,小说家,联络了,两次,的,歌剧家,想到,大学教授,所以,打了电话,给他。,,,X-X-X 围剿 脚步声 柴油机 幼稚 种 鄂温克 爸爸 全神贯注 条件 血液循环 膳食。,0
rc_c_28,rc,RCs_ET,28,歌剧家联络了小说家吗?,c,1,3,list2,大学教授 想到 那个 前天 联络了 小说家 两次 的 歌剧家 所以 打了电话 给他。,大学教授,想到,那个,前天,联络了,小说家,两次,的,歌剧家,所以,打了电话,给他。,,,X-X-X 舞蹈 性质 围剿 千百万 笑眯眯 凌晨 种 林巧稚 条件 势力范围 凶猛。,0
rc_d_28,rc,RCs_ET,28,歌剧家联络了小说家吗?,d,2,3,list3,大学教授 想到 那个 前天 小说家 联络了 两次 的 歌剧家 所以 打了电话 给他。,大学教授,想到,那个,前天,小说家,联络了,两次,的,歌剧家,所以,打了电话,给他。,,,X-X-X 舞蹈 性质 围剿 笑眯眯 千百万 凌晨 种 林巧稚 条件 势力范围 凶猛。,0
rc_a_29,rc,RCs_ET,29,伯伯送了这个叔叔吗?,a,2,4,list1,这个 刚才 接了 姑姑 一次 的 叔叔 送了 伯伯 并且 一起 坐车去。,这个,刚才,接了,姑姑,一次,的,叔叔,送了,伯伯,并且,一起,坐车去。,,,X-X-X 溶液 蜡烛 烙印 狡猾 种 毫无 荒凉 衡量 矛盾 性质 伽利略。,0
rc_b_29,rc,RCs_ET,29,伯伯送了这个叔叔吗?,b,2,4,list2,这个 刚才 姑姑 接了 一次 的 叔叔 送了 伯伯 并且 一起 坐车去。,这个,刚才,姑姑,接了,一次,的,叔叔,送了,伯伯,并且,一起,坐车去。,,,X-X-X 溶液 烙印 蜡烛 狡猾 种 毫无 荒凉 衡量 矛盾 性质 伽利略。,0
rc_c_29,rc,RCs_ET,29,伯伯送了这个叔叔吗?,c,1,4,list3,伯伯 送了 这个 刚才 接了 姑姑 一次 的 叔叔 并且 一起 坐车去。,伯伯,送了,这个,刚才,接了,姑姑,一次,的,叔叔,并且,一起,坐车去。,,,X-X-X 椭圆 研究 溶液 症状 凭证 规模 种 描述 质量 性质 段祺瑞。,0
rc_d_29,rc,RCs_ET,29,伯伯送了这个叔叔吗?,d,1,4,list4,伯伯 送了 这个 刚才 姑姑 接了 一次 的 叔叔 并且 一起 坐车去。,伯伯,送了,这个,刚才,姑姑,接了,一次,的,叔叔,并且,一起,坐车去。,,,X-X-X 椭圆 研究 溶液 凭证 症状 规模 种 描述 质量 性质 段祺瑞。,0
rc_a_30,rc,RCs_ET,30,一位女孩遇见这个男生吗?,a,2,4,list2,这个 今晚 服务了 空乘 两次 的 男生 遇见 一位女孩 然后 要了 电话号码。,这个,今晚,服务了,空乘,两次,的,男生,遇见,一位女孩,然后,要了,电话号码。,,,X-X-X 亏损 郭沫若 祈祷 艰巨 种 汹涌 菊花 二氧化硫 规律 癌症 二氧化硫。,0
rc_b_30,rc,RCs_ET,30,一位女孩遇见这个男生吗?,b,2,4,list3,这个 今晚 空乘 服务了 两次 的 男生 遇见 一位女孩 然后 要了 电话号码。,这个,今晚,空乘,服务了,两次,的,男生,遇见,一位女孩,然后,要了,电话号码。,,,X-X-X 亏损 祈祷 郭沫若 艰巨 种 汹涌 菊花 二氧化硫 规律 癌症 二氧化硫。,0
rc_c_30,rc,RCs_ET,30,一位女孩遇见这个男生吗?,c,1,4,list4,一位女孩 遇见 这个 今晚 服务了 空乘 两次 的 男生 然后 要了 电话号码。,一位女孩,遇见,这个,今晚,服务了,空乘,两次,的,男生,然后,要了,电话号码。,,,X-X-X 菊花 发展 亏损 甲状腺 争夺 原谅 种 获奖 规律 旗袍 艰苦奋斗。,0
rc_d_30,rc,RCs_ET,30,一位女孩遇见这个男生吗?,d,1,4,list1,一位女孩 遇见 这个 今晚 空乘 服务了 两次 的 男生 然后 要了 电话号码。,一位女孩,遇见,这个,今晚,空乘,服务了,两次,的,男生,然后,要了,电话号码。,,,X-X-X 菊花 发展 亏损 争夺 甲状腺 原谅 种 获奖 规律 旗袍 艰苦奋斗。,0
rc_a_31,rc,RCs_ET,31,好朋友拒绝那个学生吗?,a,2,4,list3,那个 刚刚 邀请了 女同学 一次 的 学生 拒绝了 好朋友 并且 离开了 教室。,那个,刚刚,邀请了,女同学,一次,的,学生,拒绝了,好朋友,并且,离开了,教室。,,,X-X-X 趋势 湖南省 催化剂 遗嘱 种 根据 碳酸钠 啄木鸟 阶段 史岱年 疲劳。,0
rc_b_31,rc,RCs_ET,31,好朋友拒绝那个学生吗?,b,2,4,list4,那个 刚刚 女同学 邀请了 一次 的 学生 拒绝了 好朋友 并且 离开了 教室。,那个,刚刚,女同学,邀请了,一次,的,学生,拒绝了,好朋友,并且,离开了,教室。,,,X-X-X 趋势 催化剂 湖南省 遗嘱 种 根据 碳酸钠 啄木鸟 阶段 史岱年 疲劳。,0
rc_c_31,rc,RCs_ET,31,好朋友拒绝那个学生吗?,c,1,4,list1,好朋友 拒绝了 那个 刚刚 邀请了 女同学 一次 的 学生 并且 离开了 教室。,好朋友,拒绝了,那个,刚刚,邀请了,女同学,一次,的,学生,并且,离开了,教室。,,,X-X-X 卵细胞 矛盾 趋势 碳酸钠 慢吞吞 瘫痪 种 怎么 矛盾 硝酸钾 疲劳。,0
rc_d_31,rc,RCs_ET,31,好朋友拒绝那个学生吗?,d,1,4,list2,好朋友 拒绝了 那个 刚刚 女同学 邀请了 一次 的 学生 并且 离开了 教室。,好朋友,拒绝了,那个,刚刚,女同学,邀请了,一次,的,学生,并且,离开了,教室。,,,X-X-X 卵细胞 矛盾 趋势 慢吞吞 碳酸钠 瘫痪 种 怎么 矛盾 硝酸钾 疲劳。,0
rc_a_32,rc,RCs_ET,32,青梅竹马撞到那位生意人吗?,a,2,4,list4,那位 昨天 拜访了 亲戚 整个下午 的 生意人 撞到 青梅竹马 并且 感到讶异。,那位,昨天,拜访了,亲戚,整个下午,的,生意人,撞到,青梅竹马,并且,感到讶异。,,,,X-X-X 描写 吴佩孚 腐朽 血液循环 种 李鸿章 颌骨 宗教改革 改革 宏观经济。,0
rc_b_32,rc,RCs_ET,32,青梅竹马撞到那位生意人吗?,b,2,4,list1,那位 昨天 亲戚 拜访了 整个下午 的 生意人 撞到 青梅竹马 并且 感到讶异。,那位,昨天,亲戚,拜访了,整个下午,的,生意人,撞到,青梅竹马,并且,感到讶异。,,,,X-X-X 描写 腐朽 吴佩孚 血液循环 种 李鸿章 颌骨 宗教改革 改革 宏观经济。,0
rc_c_32,rc,RCs_ET,32,青梅竹马撞到那位生意人吗?,c,1,4,list2,青梅竹马 撞到 那位 昨天 拜访了 亲戚 整个下午 的 生意人 并且 感到讶异。,青梅竹马,撞到,那位,昨天,拜访了,亲戚,整个下午,的,生意人,并且,感到讶异。,,,,X-X-X 泥坑 纷纷 消耗 段祺瑞 腐朽 技术革命 种 索泓一 改革 价值规律。,0
rc_d_32,rc,RCs_ET,32,青梅竹马撞到那位生意人吗?,d,1,4,list3,青梅竹马 撞到 那位 昨天 亲戚 拜访了 整个下午 的 生意人 并且 感到讶异。,青梅竹马,撞到,那位,昨天,亲戚,拜访了,整个下午,的,生意人,并且,感到讶异。,,,,X-X-X 泥坑 纷纷 消耗 腐朽 段祺瑞 技术革命 种 索泓一 改革 价值规律。,0
fill_filler_101,fill,Filler,101,日子过得很惬意是在旅馆写剧本的那段时间？,filler,1,99,list1,在 旅馆 写 剧本 的 那段 时间 日子 过得 很 惬意。,在,旅馆,写,剧本,的,那段,时间,日子,过得,很,惬意。,,,,X-X-X 吩咐 句 愤怒 个 烙印 必须 批评 贷款 呢 脂肪。,0
